severity,method,block,mean_gap,std_gap,num_seeds,ci95,first_round,last_round,x
moderate,adaptive_probdpp,7,0.3228102902273502,0.11718766335856402,30,0.04193506676610066,71,80,75.5
moderate,adaptive_probdpp,8,0.33547949154487605,0.16878330201202912,30,0.060398328936901016,81,90,85.5
moderate,adaptive_probdpp,9,0.14115914936799673,0.07594577540377966,30,0.027176846699435805,91,100,95.5
moderate,adaptive_probdpp,10,0.34952135195058104,0.10344184258685385,30,0.03701618797548269,101,110,105.5
moderate,adaptive_probdpp,11,0.08206496590929015,0.0678723146041646,30,0.024287795856008335,111,120,115.5
moderate,adaptive_probdpp,12,0.15077363568754976,0.08396987898415272,30,0.030048235288791622,121,130,125.5
moderate,adaptive_probdpp,13,0.2592215654705289,0.0761028051733931,30,0.027233039080820327,131,140,135.5
moderate,adaptive_probdpp,14,0.11120975265468336,0.048933861071297775,30,0.017510757295921487,141,150,145.5
moderate,adaptive_probdpp,15,0.15016978228059685,0.08616029522605011,30,0.030832065674320046,151,160,155.5
moderate,adaptive_probdpp,16,0.1592851560229565,0.022248387596901526,30,0.007961483253228199,161,170,165.5
moderate,adaptive_probdpp,17,0.16258547204408472,0.03681699874362094,30,0.013174793798193423,171,180,175.5
moderate,adaptive_probdpp,18,0.15570763704570031,0.0900960496425262,30,0.032240457304460346,181,190,185.5
moderate,adaptive_probdpp,19,0.1217766109944741,0.07552291668837685,30,0.027025528651487475,191,200,195.5
moderate,adaptive_probdpp,20,0.19648805367776226,0.0868224585705407,30,0.03106901778400002,201,210,205.5
moderate,adaptive_probdpp,21,0.13220184178620448,0.05920028428492957,30,0.021184549660868687,211,220,215.5
moderate,adaptive_probdpp,22,0.09179913741669658,0.08415355991780786,30,0.030113964666746023,221,230,225.5
moderate,adaptive_probdpp,23,0.22556856069946965,0.03757848096089864,30,0.01344728671005423,231,240,235.5
moderate,adaptive_probdpp,24,0.03602540181129808,0.007417991666658677,30,0.0026544942265800094,241,250,245.5
moderate,adaptive_probdpp,25,0.08460174564053352,0.037974432408694615,30,0.013588976115948889,251,260,255.5
moderate,adaptive_probdpp,26,0.11063467016292552,0.06671415557734219,30,0.023873353970884675,261,270,265.5
moderate,adaptive_probdpp,27,0.07701503322998415,0.019489045696657922,30,0.006974065435508239,271,280,275.5
moderate,adaptive_probdpp,28,0.21680814208326066,0.04299470714975921,30,0.015385458360044485,281,290,285.5
moderate,adaptive_probdpp,29,0.02132381058851062,0.016861004897905558,30,0.006033633113528137,291,300,295.5
moderate,adaptive_probdpp,30,0.14291963733073815,0.03317257722377568,30,0.011870654306215438,301,310,305.5
moderate,adaptive_probdpp,31,0.06478044661521488,0.009295401565308645,30,0.0033263167306804052,311,320,315.5
moderate,adaptive_probdpp,32,0.036740208258434694,0.007259301225711834,30,0.0025977075815908847,321,330,325.5
moderate,adaptive_probdpp,33,0.13148111470504453,0.02826172546022207,30,0.010113328571740044,331,340,335.5
moderate,adaptive_probdpp,34,0.048052030975774394,0.025470359256129817,30,0.009114451004063964,341,350,345.5
moderate,adaptive_probdpp,35,0.045804682863772934,0.018960394674682208,30,0.00678489009684919,351,360,355.5
moderate,adaptive_probdpp,36,0.04831802869759082,0.01633079087872349,30,0.00584389846350196,361,370,365.5
moderate,adaptive_probdpp,37,0.09991830094313084,0.04128414219409591,30,0.014773340552012005,371,380,375.5
moderate,adaptive_probdpp,38,0.061345028611266776,0.022866835162582828,30,0.008182791872368632,381,390,385.5
moderate,adaptive_probdpp,39,0.06678549960967878,0.02801911258368265,30,0.010026510668861763,391,400,395.5
moderate,adaptive_probdpp,40,0.037604303450266045,0.012918504319843599,30,0.004622827400468097,401,410,405.5
moderate,adaptive_probdpp,41,0.02746863384995956,0.026595352867360585,30,0.009517024797638555,411,420,415.5
moderate,adaptive_probdpp,42,0.08009009714663626,0.021104346166951553,30,0.007552093285264209,421,430,425.5
moderate,adaptive_probdpp,43,0.046884971366593794,0.020635416564342635,30,0.007384288982060061,431,440,435.5
moderate,adaptive_probdpp,44,0.03973594452692004,0.021508795164371652,30,0.007696823500239134,441,450,445.5
moderate,adaptive_probdpp,45,0.09237274012375517,0.05297657103232485,30,0.01895742247613699,451,460,455.5
moderate,adaptive_probdpp,46,0.0386562568198019,0.027848766260668036,30,0.009965553020042362,461,470,465.5
moderate,adaptive_probdpp,47,0.0428168993587073,0.0277905034576057,30,0.009944703943728558,471,480,475.5
moderate,adaptive_probdpp,48,0.032336466477782516,0.0318137941800171,30,0.011384420038651664,481,490,485.5
moderate,adaptive_probdpp,49,0.04127573847085661,0.02883514593686532,30,0.010318524454002054,491,500,495.5
moderate,adaptive_probdpp,50,0.031430923235359114,0.037317179677907174,30,0.013353781246814578,501,510,505.5
moderate,adaptive_probdpp,51,0.057410383999895585,0.038191888159059974,30,0.013666791656841978,511,520,515.5
moderate,adaptive_probdpp,52,0.047909954742740075,0.036544389108515846,30,0.01307724169312042,521,530,525.5
moderate,adaptive_probdpp,53,0.06794060619611321,0.04784036048664506,30,0.01711945313717336,531,540,535.5
moderate,adaptive_probdpp,54,0.020226427434776057,0.024144650207205184,30,0.008640052113551266,541,550,545.5
moderate,adaptive_probdpp,55,0.08575072039754837,0.03995470297462931,30,0.014297606837113844,551,560,555.5
moderate,adaptive_probdpp,56,0.07585918551243552,0.03574947534489466,30,0.012792785456044073,561,570,565.5
moderate,adaptive_probdpp,57,0.061649991735408624,0.05444824542584304,30,0.01948405439439032,571,580,575.5
moderate,adaptive_probdpp,58,0.03829552655173505,0.03613045901890036,30,0.01292911871287623,581,590,585.5
moderate,adaptive_probdpp,59,0.04186081962750489,0.02932846617853364,30,0.010495056835300004,591,600,595.5
moderate,online_probdpp,0,1.09488465319908,0.16408454375802362,30,0.05871689989008585,1,10,5.5
moderate,online_probdpp,1,0.7712522676286895,0.20589830127279718,30,0.0736797608506157,11,20,15.5
moderate,online_probdpp,2,0.7690460876722861,0.14465711621936986,30,0.05176488422923693,21,30,25.5
moderate,online_probdpp,3,0.5503309351487722,0.12595254132669112,30,0.04507153806569052,31,40,35.5
moderate,online_probdpp,4,0.4785675702441929,0.11300279606952184,30,0.04043753123937638,41,50,45.5
moderate,online_probdpp,5,0.4697859761175599,0.13347570323385988,30,0.047763666979499526,51,60,55.5
moderate,online_probdpp,6,0.29298871504570123,0.1173079034543479,30,0.0419780941317819,61,70,65.5
moderate,online_probdpp,7,0.3228102902273502,0.11718766335856402,30,0.04193506676610066,71,80,75.5
moderate,online_probdpp,8,0.33547949154487605,0.16878330201202912,30,0.060398328936901016,81,90,85.5
moderate,online_probdpp,9,0.14115914936799673,0.07594577540377966,30,0.027176846699435805,91,100,95.5
moderate,online_probdpp,10,0.35078696650227525,0.10172277653090875,30,0.03640102808778341,101,110,105.5
moderate,online_probdpp,11,0.08492364866112703,0.06684648076704135,30,0.023920705931883272,111,120,115.5
moderate,online_probdpp,12,0.15206687824408502,0.08312891324448642,30,0.029747299563731514,121,130,125.5
moderate,online_probdpp,13,0.31062734973931394,0.07175131499419922,30,0.025675878318614623,131,140,135.5
moderate,online_probdpp,14,0.12096592198143934,0.04393287951649897,30,0.015721179029864186,141,150,145.5
moderate,online_probdpp,15,0.17764749910056984,0.07543281197648441,30,0.026993285094436693,151,160,155.5
moderate,online_probdpp,16,0.1789319561799273,0.04917797096631811,30,0.01759811089998322,161,170,165.5
moderate,online_probdpp,17,0.17927486084247993,0.051778196817227624,30,0.018528589770708672,171,180,175.5
moderate,online_probdpp,18,0.18162997399026548,0.07232471994164583,30,0.025881068643824983,181,190,185.5
moderate,online_probdpp,19,0.13979666534117718,0.08976656657491912,30,0.03212255330294334,191,200,195.5
moderate,online_probdpp,20,0.24208497552111388,0.07980938794811708,30,0.02855942269217825,201,210,205.5
moderate,online_probdpp,21,0.15908571851319425,0.06139591624452964,30,0.021970246467006807,211,220,215.5
moderate,online_probdpp,22,0.1565831990338456,0.07899964128758523,30,0.028269658571110905,221,230,225.5
moderate,online_probdpp,23,0.2331990869882856,0.03076485781094465,30,0.011009062979642348,231,240,235.5
moderate,online_probdpp,24,0.03663317769946647,0.007843646871400583,30,0.0028068129853863356,241,250,245.5
moderate,online_probdpp,25,0.0960614622882186,0.03757266837720942,30,0.0134452067036943,251,260,255.5
moderate,online_probdpp,26,0.14669688966379862,0.071172912501118,30,0.025468899644666455,261,270,265.5
moderate,online_probdpp,27,0.09285452330237674,0.04237013869841679,30,0.015161959410100363,271,280,275.5
moderate,online_probdpp,28,0.23564613407876314,0.03049749142825999,30,0.01091338714835125,281,290,285.5
moderate,online_probdpp,29,0.020735224833643217,0.016125506268381586,30,0.005770438309130586,291,300,295.5
moderate,online_probdpp,30,0.14766412214205749,0.04075429419045133,30,0.0145837368789638,301,310,305.5
moderate,online_probdpp,31,0.07811530549744684,0.02674354405821785,30,0.009570054334235191,311,320,315.5
moderate,online_probdpp,32,0.03702809966854457,0.008275056475334544,30,0.002961190929497682,321,330,325.5
moderate,online_probdpp,33,0.14262661213569247,0.03539845381559376,30,0.012667174014995607,331,340,335.5
moderate,online_probdpp,34,0.06190189411203488,0.027006778679698043,30,0.009664251633767867,341,350,345.5
moderate,online_probdpp,35,0.058050807738906036,0.018753143983573424,30,0.00671072638951103,351,360,355.5
moderate,online_probdpp,36,0.05767743269046184,0.018314225073508716,30,0.0065536612747117895,361,370,365.5
moderate,online_probdpp,37,0.1278612999268474,0.023817245156442488,30,0.008522891720811951,371,380,375.5
moderate,online_probdpp,38,0.06543921358281483,0.014658327744871708,30,0.005245415217297777,381,390,385.5
moderate,online_probdpp,39,0.08552001087235844,0.022870118818922505,30,0.008183966913698878,391,400,395.5
moderate,online_probdpp,40,0.0364908745598561,0.011394268844240862,30,0.004077386740549105,401,410,405.5
moderate,online_probdpp,41,0.03324395972777144,0.02816483669689917,30,0.010078657373062766,411,420,415.5
moderate,online_probdpp,42,0.09669984398251649,0.02157754667804337,30,0.007721425913440877,421,430,425.5
moderate,online_probdpp,43,0.07631272194244253,0.0236463458452958,30,0.008461736187730889,431,440,435.5
moderate,online_probdpp,44,0.06862554994728452,0.01770482733619426,30,0.006335591095061563,441,450,445.5
moderate,online_probdpp,45,0.09429843254697125,0.044772989859806475,30,0.016021808655268498,451,460,455.5
moderate,online_probdpp,46,0.06480167888884444,0.025078033567990616,30,0.008974059059599348,461,470,465.5
moderate,online_probdpp,47,0.0626475915898301,0.02401210582292086,30,0.008592621714777737,471,480,475.5
moderate,online_probdpp,48,0.024527119730883954,0.015552849610749979,30,0.005565515755991561,481,490,485.5
moderate,online_probdpp,49,0.05201786994491805,0.014946969575694564,30,0.0053487043699282045,491,500,495.5
moderate,online_probdpp,50,0.04030826805325439,0.018715416247280906,30,0.006697225692466498,501,510,505.5
moderate,online_probdpp,51,0.05429454785409779,0.02053851345558436,30,0.007349612649934663,511,520,515.5
moderate,online_probdpp,52,0.07039337067854005,0.04750263763206179,30,0.016998600565755036,521,530,525.5
moderate,online_probdpp,53,0.09703736932851498,0.049332210120132856,30,0.017653304672329184,531,540,535.5
moderate,online_probdpp,54,0.026567105605397264,0.01091107392665887,30,0.0039044776599418537,541,550,545.5
moderate,online_probdpp,55,0.10737685853329117,0.03564166383956039,30,0.012754205604336363,551,560,555.5
moderate,online_probdpp,56,0.07047067743617401,0.027428576689936597,30,0.009815190113247921,561,570,565.5
moderate,online_probdpp,57,0.07316034504595155,0.04467501191368099,30,0.015986747697530942,571,580,575.5
moderate,online_probdpp,58,0.06304602713777172,0.029862106831163394,30,0.010686017690357439,581,590,585.5
moderate,online_probdpp,59,0.06928621286570384,0.025389628797181638,30,0.009085561980347438,591,600,595.5
moderate,oracle_probdpp,0,0.0,0.0,30,0.0,1,10,5.5
moderate,oracle_probdpp,1,0.0,0.0,30,0.0,11,20,15.5
moderate,oracle_probdpp,2,0.0,0.0,30,0.0,21,30,25.5
moderate,oracle_probdpp,3,0.0,0.0,30,0.0,31,40,35.5
moderate,oracle_probdpp,4,0.0,0.0,30,0.0,41,50,45.5
moderate,oracle_probdpp,5,0.0,0.0,30,0.0,51,60,55.5
moderate,oracle_probdpp,6,0.0,0.0,30,0.0,61,70,65.5
moderate,oracle_probdpp,7,0.0,0.0,30,0.0,71,80,75.5
moderate,oracle_probdpp,8,0.0,0.0,30,0.0,81,90,85.5
moderate,oracle_probdpp,9,0.0,0.0,30,0.0,91,100,95.5
moderate,oracle_probdpp,10,0.0,0.0,30,0.0,101,110,105.5
moderate,oracle_probdpp,11,0.0,0.0,30,0.0,111,120,115.5
moderate,oracle_probdpp,12,0.0,0.0,30,0.0,121,130,125.5
moderate,oracle_probdpp,13,0.0,0.0,30,0.0,131,140,135.5
moderate,oracle_probdpp,14,0.0,0.0,30,0.0,141,150,145.5
moderate,oracle_probdpp,15,0.0,0.0,30,0.0,151,160,155.5
moderate,oracle_probdpp,16,0.0,0.0,30,0.0,161,170,165.5
moderate,oracle_probdpp,17,0.0,0.0,30,0.0,171,180,175.5
moderate,oracle_probdpp,18,0.0,0.0,30,0.0,181,190,185.5
moderate,oracle_probdpp,19,0.0,0.0,30,0.0,191,200,195.5
moderate,oracle_probdpp,20,0.0,0.0,30,0.0,201,210,205.5
moderate,oracle_probdpp,21,0.0,0.0,30,0.0,211,220,215.5
moderate,oracle_probdpp,22,0.0,0.0,30,0.0,221,230,225.5
moderate,oracle_probdpp,23,0.0,0.0,30,0.0,231,240,235.5
moderate,oracle_probdpp,24,0.0,0.0,30,0.0,241,250,245.5
moderate,oracle_probdpp,25,0.0,0.0,30,0.0,251,260,255.5
moderate,oracle_probdpp,26,0.0,0.0,30,0.0,261,270,265.5
moderate,oracle_probdpp,27,0.0,0.0,30,0.0,271,280,275.5
moderate,oracle_probdpp,28,0.0,0.0,30,0.0,281,290,285.5
moderate,oracle_probdpp,29,0.0,0.0,30,0.0,291,300,295.5
moderate,oracle_probdpp,30,0.0,0.0,30,0.0,301,310,305.5
moderate,oracle_probdpp,31,0.0,0.0,30,0.0,311,320,315.5
moderate,oracle_probdpp,32,0.0,0.0,30,0.0,321,330,325.5
moderate,oracle_probdpp,33,0.0,0.0,30,0.0,331,340,335.5
moderate,oracle_probdpp,34,0.0,0.0,30,0.0,341,350,345.5
moderate,oracle_probdpp,35,0.0,0.0,30,0.0,351,360,355.5
moderate,oracle_probdpp,36,0.0,0.0,30,0.0,361,370,365.5
moderate,oracle_probdpp,37,0.0,0.0,30,0.0,371,380,375.5
moderate,oracle_probdpp,38,0.0,0.0,30,0.0,381,390,385.5
moderate,oracle_probdpp,39,0.0,0.0,30,0.0,391,400,395.5
moderate,oracle_probdpp,40,0.0,0.0,30,0.0,401,410,405.5
moderate,oracle_probdpp,41,0.0,0.0,30,0.0,411,420,415.5
moderate,oracle_probdpp,42,0.0,0.0,30,0.0,421,430,425.5
moderate,oracle_probdpp,43,0.0,0.0,30,0.0,431,440,435.5
moderate,oracle_probdpp,44,0.0,0.0,30,0.0,441,450,445.5
moderate,oracle_probdpp,45,0.0,0.0,30,0.0,451,460,455.5
moderate,oracle_probdpp,46,0.0,0.0,30,0.0,461,470,465.5
moderate,oracle_probdpp,47,0.0,0.0,30,0.0,471,480,475.5
moderate,oracle_probdpp,48,0.0,0.0,30,0.0,481,490,485.5
moderate,oracle_probdpp,49,0.0,0.0,30,0.0,491,500,495.5
moderate,oracle_probdpp,50,0.0,0.0,30,0.0,501,510,505.5
moderate,oracle_probdpp,51,0.0,0.0,30,0.0,511,520,515.5
moderate,oracle_probdpp,52,0.0,0.0,30,0.0,521,530,525.5
moderate,oracle_probdpp,53,0.0,0.0,30,0.0,531,540,535.5
moderate,oracle_probdpp,54,0.0,0.0,30,0.0,541,550,545.5
moderate,oracle_probdpp,55,0.0,0.0,30,0.0,551,560,555.5
moderate,oracle_probdpp,56,0.0,0.0,30,0.0,561,570,565.5
moderate,oracle_probdpp,57,0.0,0.0,30,0.0,571,580,575.5
moderate,oracle_probdpp,58,0.0,0.0,30,0.0,581,590,585.5
moderate,oracle_probdpp,59,0.0,0.0,30,0.0,591,600,595.5
moderate,static_probdpp,0,0.0,0.0,30,0.0,1,10,5.5
moderate,static_probdpp,1,0.0,0.0,30,0.0,11,20,15.5
moderate,static_probdpp,2,0.0,0.0,30,0.0,21,30,25.5
moderate,static_probdpp,3,0.0,0.0,30,0.0,31,40,35.5
moderate,static_probdpp,4,0.0,0.0,30,0.0,41,50,45.5
moderate,static_probdpp,5,0.0,0.0,30,0.0,51,60,55.5
moderate,static_probdpp,6,0.0,0.0,30,0.0,61,70,65.5
moderate,static_probdpp,7,0.0,0.0,30,0.0,71,80,75.5
moderate,static_probdpp,8,0.0,0.0,30,0.0,81,90,85.5
moderate,static_probdpp,9,0.0,0.0,30,0.0,91,100,95.5
moderate,static_probdpp,10,0.0,0.0,30,0.0,101,110,105.5
moderate,static_probdpp,11,0.0,0.0,30,0.0,111,120,115.5
moderate,static_probdpp,12,0.0,0.0,30,0.0,121,130,125.5
moderate,static_probdpp,13,0.0,0.0,30,0.0,131,140,135.5
moderate,static_probdpp,14,0.0,0.0,30,0.0,141,150,145.5
moderate,static_probdpp,15,0.0,0.0,30,0.0,151,160,155.5
moderate,static_probdpp,16,0.0,0.0,30,0.0,161,170,165.5
moderate,static_probdpp,17,0.0,0.0,30,0.0,171,180,175.5
moderate,static_probdpp,18,0.0,0.0,30,0.0,181,190,185.5
moderate,static_probdpp,19,0.0,0.0,30,0.0,191,200,195.5
moderate,static_probdpp,20,0.0,0.0,30,0.0,201,210,205.5
moderate,static_probdpp,21,0.0,0.0,30,0.0,211,220,215.5
moderate,static_probdpp,22,0.0,0.0,30,0.0,221,230,225.5
moderate,static_probdpp,23,0.0,0.0,30,0.0,231,240,235.5
moderate,static_probdpp,24,0.0,0.0,30,0.0,241,250,245.5
moderate,static_probdpp,25,0.0,0.0,30,0.0,251,260,255.5
moderate,static_probdpp,26,0.0,0.0,30,0.0,261,270,265.5
moderate,static_probdpp,27,0.0,0.0,30,0.0,271,280,275.5
moderate,static_probdpp,28,0.0,0.0,30,0.0,281,290,285.5
moderate,static_probdpp,29,0.0,0.0,30,0.0,291,300,295.5
moderate,static_probdpp,30,0.16211993779455128,2.823006427041851e-17,30,1.0101998760476172e-17,301,310,305.5
moderate,static_probdpp,31,0.0692077960462132,1.4115032135209254e-17,30,5.050999380238086e-18,311,320,315.5
moderate,static_probdpp,32,0.0863847067336061,0.0,30,0.0,321,330,325.5
moderate,static_probdpp,33,0.09471848167246384,2.823006427041851e-17,30,1.0101998760476172e-17,331,340,335.5
moderate,static_probdpp,34,0.14198936250762423,2.823006427041851e-17,30,1.0101998760476172e-17,341,350,345.5
moderate,static_probdpp,35,0.12558772296237372,2.823006427041851e-17,30,1.0101998760476172e-17,351,360,355.5
moderate,static_probdpp,36,0.08906048600334285,0.0,30,0.0,361,370,365.5
moderate,static_probdpp,37,0.18839732929447267,2.823006427041851e-17,30,1.0101998760476172e-17,371,380,375.5
moderate,static_probdpp,38,0.07640681305721672,2.823006427041851e-17,30,1.0101998760476172e-17,381,390,385.5
moderate,static_probdpp,39,0.13773016277487912,2.823006427041851e-17,30,1.0101998760476172e-17,391,400,395.5
moderate,static_probdpp,40,0.06532094616236767,1.4115032135209254e-17,30,5.050999380238086e-18,401,410,405.5
moderate,static_probdpp,41,0.12531455797912208,5.646012854083702e-17,30,2.0203997520952345e-17,411,420,415.5
moderate,static_probdpp,42,0.12544173246974996,2.823006427041851e-17,30,1.0101998760476172e-17,421,430,425.5
moderate,static_probdpp,43,0.0883183946341853,4.2345096405627763e-17,30,1.515299814071426e-17,431,440,435.5
moderate,static_probdpp,44,0.1536284727737683,2.823006427041851e-17,30,1.0101998760476172e-17,441,450,445.5
moderate,static_probdpp,45,0.08641549995849293,1.4115032135209254e-17,30,5.050999380238086e-18,451,460,455.5
moderate,static_probdpp,46,0.07682458249247487,1.4115032135209254e-17,30,5.050999380238086e-18,461,470,465.5
moderate,static_probdpp,47,0.13754323726405954,0.0,30,0.0,471,480,475.5
moderate,static_probdpp,48,0.10858546611248447,4.2345096405627763e-17,30,1.515299814071426e-17,481,490,485.5
moderate,static_probdpp,49,0.12750769672014606,0.0,30,0.0,491,500,495.5
moderate,static_probdpp,50,0.06210474318296518,1.4115032135209254e-17,30,5.050999380238086e-18,501,510,505.5
moderate,static_probdpp,51,0.11908757270746989,1.4115032135209254e-17,30,5.050999380238086e-18,511,520,515.5
moderate,static_probdpp,52,0.1280962846399357,5.646012854083702e-17,30,2.0203997520952345e-17,521,530,525.5
moderate,static_probdpp,53,0.11886720694165907,2.823006427041851e-17,30,1.0101998760476172e-17,531,540,535.5
moderate,static_probdpp,54,0.09581514083298866,4.2345096405627763e-17,30,1.515299814071426e-17,541,550,545.5
moderate,static_probdpp,55,0.09299125822222232,0.0,30,0.0,551,560,555.5
moderate,static_probdpp,56,0.12420868566436262,1.4115032135209254e-17,30,5.050999380238086e-18,561,570,565.5
moderate,static_probdpp,57,0.08965365871810602,0.0,30,0.0,571,580,575.5
moderate,static_probdpp,58,0.12371694195710028,1.4115032135209254e-17,30,5.050999380238086e-18,581,590,585.5
moderate,static_probdpp,59,0.08151887419643732,2.823006427041851e-17,30,1.0101998760476172e-17,591,600,595.5
slight,adaptive_probdpp,0,1.09488465319908,0.16408454375802362,30,0.05871689989008585,1,10,5.5
slight,adaptive_probdpp,1,0.7712522676286895,0.20589830127279718,30,0.0736797608506157,11,20,15.5
slight,adaptive_probdpp,2,0.7690460876722861,0.14465711621936986,30,0.05176488422923693,21,30,25.5
slight,adaptive_probdpp,3,0.5503309351487722,0.12595254132669112,30,0.04507153806569052,31,40,35.5
slight,adaptive_probdpp,4,0.4785675702441929,0.11300279606952184,30,0.04043753123937638,41,50,45.5
slight,adaptive_probdpp,5,0.4697859761175599,0.13347570323385988,30,0.047763666979499526,51,60,55.5
slight,adaptive_probdpp,6,0.29298871504570123,0.1173079034543479,30,0.0419780941317819,61,70,65.5
slight,adaptive_probdpp,7,0.3228102902273502,0.11718766335856402,30,0.04193506676610066,71,80,75.5
slight,adaptive_probdpp,8,0.33547949154487605,0.16878330201202912,30,0.060398328936901016,81,90,85.5
slight,adaptive_probdpp,9,0.14115914936799673,0.07594577540377966,30,0.027176846699435805,91,100,95.5
slight,adaptive_probdpp,10,0.34952135195058104,0.10344184258685385,30,0.03701618797548269,101,110,105.5
slight,adaptive_probdpp,11,0.08206496590929015,0.0678723146041646,30,0.024287795856008335,111,120,115.5
slight,adaptive_probdpp,12,0.15077363568754976,0.08396987898415272,30,0.030048235288791622,121,130,125.5
slight,adaptive_probdpp,13,0.2592215654705289,0.0761028051733931,30,0.027233039080820327,131,140,135.5
slight,adaptive_probdpp,14,0.11120975265468336,0.048933861071297775,30,0.017510757295921487,141,150,145.5
slight,adaptive_probdpp,15,0.15016978228059685,0.08616029522605011,30,0.030832065674320046,151,160,155.5
slight,adaptive_probdpp,16,0.1592851560229565,0.022248387596901526,30,0.007961483253228199,161,170,165.5
slight,adaptive_probdpp,17,0.16258547204408472,0.03681699874362094,30,0.013174793798193423,171,180,175.5
slight,adaptive_probdpp,18,0.15570763704570031,0.0900960496425262,30,0.032240457304460346,181,190,185.5
slight,adaptive_probdpp,19,0.1217766109944741,0.07552291668837685,30,0.027025528651487475,191,200,195.5
slight,adaptive_probdpp,20,0.19648805367776226,0.0868224585705407,30,0.03106901778400002,201,210,205.5
slight,adaptive_probdpp,21,0.13220184178620448,0.05920028428492957,30,0.021184549660868687,211,220,215.5
slight,adaptive_probdpp,22,0.09179913741669658,0.08415355991780786,30,0.030113964666746023,221,230,225.5
slight,adaptive_probdpp,23,0.22556856069946965,0.03757848096089864,30,0.01344728671005423,231,240,235.5
slight,adaptive_probdpp,24,0.03602540181129808,0.007417991666658677,30,0.0026544942265800094,241,250,245.5
slight,adaptive_probdpp,25,0.08460174564053352,0.037974432408694615,30,0.013588976115948889,251,260,255.5
slight,adaptive_probdpp,26,0.11063467016292552,0.06671415557734219,30,0.023873353970884675,261,270,265.5
slight,adaptive_probdpp,27,0.07701503322998415,0.019489045696657922,30,0.006974065435508239,271,280,275.5
slight,adaptive_probdpp,28,0.21680814208326066,0.04299470714975921,30,0.015385458360044485,281,290,285.5
slight,adaptive_probdpp,29,0.02132381058851062,0.016861004897905558,30,0.006033633113528137,291,300,295.5
slight,adaptive_probdpp,30,0.06459408851941091,0.05427256051640536,30,0.019421186356954303,301,310,305.5
slight,adaptive_probdpp,31,0.01956208502584484,0.020567780275168798,30,0.0073600856468195785,311,320,315.5
slight,adaptive_probdpp,32,0.01130887879563313,0.005874484480330747,30,0.0021021572735462264,321,330,325.5
slight,adaptive_probdpp,33,0.16262408898840988,0.04962987790625121,30,0.017759823721580952,331,340,335.5
slight,adaptive_probdpp,34,0.022088570315578263,0.02317661675172237,30,0.008293645790359362,341,350,345.5
slight,adaptive_probdpp,35,0.010268992298792032,0.00836138853766792,30,0.0029920844612419577,351,360,355.5
slight,adaptive_probdpp,36,0.026768978613291604,0.014638920569587797,30,0.005238470448813213,361,370,365.5
slight,adaptive_probdpp,37,0.1005986336305836,0.03114745181970697,30,0.011145972487366443,371,380,375.5
slight,adaptive_probdpp,38,0.03779212287766413,0.008951487094062766,30,0.0032032485176945696,381,390,385.5
slight,adaptive_probdpp,39,0.04373529948422868,0.0212980731241151,30,0.007621417586561946,391,400,395.5
slight,adaptive_probdpp,40,0.020687544099141253,0.008624241969955614,30,0.0030861453539739537,401,410,405.5
slight,adaptive_probdpp,41,0.06446412871009931,0.008166717670627814,30,0.0029224223861328805,411,420,415.5
slight,adaptive_probdpp,42,0.10903365282449269,0.021876566532529115,30,0.007828428794144129,421,430,425.5
slight,adaptive_probdpp,43,0.057774664486180426,0.025569190584363938,30,0.009149817340667154,431,440,435.5
slight,adaptive_probdpp,44,0.03930462614965116,0.013264445730461835,30,0.004746620944392998,441,450,445.5
slight,adaptive_probdpp,45,0.08409603802803482,0.05281797274189379,30,0.018900668806786435,451,460,455.5
slight,adaptive_probdpp,46,0.017938364739509827,0.019477831600636583,30,0.006970052522784333,461,470,465.5
slight,adaptive_probdpp,47,0.019727033148931872,0.026662391770414455,30,0.009541014361001451,471,480,475.5
slight,adaptive_probdpp,48,0.01865677880021325,0.021503093647441785,30,0.007694783238608604,481,490,485.5
slight,adaptive_probdpp,49,0.012972470849756928,0.008392006164249037,30,0.0030030408382026464,491,500,495.5
slight,adaptive_probdpp,50,0.019241465008245456,0.018613814278548288,30,0.006660867894894128,501,510,505.5
slight,adaptive_probdpp,51,0.023056044053944,0.026422992754887943,30,0.009455346523516496,511,520,515.5
slight,adaptive_probdpp,52,0.035994259996529755,0.030839472087471776,30,0.011035763355588027,521,530,525.5
slight,adaptive_probdpp,53,0.05659143679996687,0.040376394929619856,30,0.014448507365210805,531,540,535.5
slight,adaptive_probdpp,54,0.012117242796467198,0.006683934978917927,30,0.002391815414422761,541,550,545.5
slight,adaptive_probdpp,55,0.10018520721420693,0.04652885596024042,30,0.01665013726976382,551,560,555.5
slight,adaptive_probdpp,56,0.0720009471405985,0.034282817971782543,30,0.01226794885548602,561,570,565.5
slight,adaptive_probdpp,57,0.04490690240187899,0.023587127842852024,30,0.008440545297708305,571,580,575.5
slight,adaptive_probdpp,58,0.03197476588983605,0.01908501587963723,30,0.006829485222312786,581,590,585.5
slight,adaptive_probdpp,59,0.02798660476577584,0.02074909559738813,30,0.007424968501593464,591,600,595.5
slight,online_probdpp,0,1.09488465319908,0.16408454375802362,30,0.05871689989008585,1,10,5.5
slight,online_probdpp,1,0.7712522676286895,0.20589830127279718,30,0.0736797608506157,11,20,15.5
slight,online_probdpp,2,0.7690460876722861,0.14465711621936986,30,0.05176488422923693,21,30,25.5
